Rk,Cmp,Att,Cmp%,TotDist,Ast,xA,KP
200,559,729,76.7,8289,8,3.5,31
201,377,460,82.0,6658,1,0.6,8
202,266,400,66.5,4975,1,0.4,5
203,275,368,74.7,5103,2,0.2,5
204,139,191,72.8,2344,0,0.5,10
205,28,33,84.8,532,0,0.0,0
206,431,598,72.1,7549,2,3.2,35
207,43,52,82.7,717,2,0.6,3
208,112,151,74.2,1911,0,0.4,4
209,1421,1635,86.9,30955,1,1.0,3
210,584,724,80.7,11724,2,1.0,17
211,1084,1461,74.2,20414,1,1.0,12
212,456,580,78.6,9458,3,3.0,23
213,208,249,83.5,4086,0,0.1,1
214,100,138,72.5,1707,1,0.4,7
215,517,639,80.9,8625,0,1.7,13
216,4,5,80.0,81,0,0.0,0
217,1256,1428,88.0,26106,0,1.6,16
218,378,416,90.9,7006,0,0.0,0
219,3,4,75.0,36,0,0.0,0
220,61,76,80.3,776,1,0.2,3
221,667,839,79.5,13788,1,1.2,16
222,1012,1303,77.7,25497,0,0.1,1
223,1030,1141,90.3,17772,2,1.9,14
224,354,496,71.4,5397,2,2.2,17
225,39,71,54.9,629,0,0.4,4
226,456,643,70.9,6793,1,3.3,31
227,899,1042,86.3,18662,1,0.3,3
228,81,133,60.9,1385,2,0.8,8
229,120,150,80.0,2384,0,0.2,4
230,1143,1434,79.7,23194,1,0.1,2
231,29,36,80.6,744,0,0.0,0
232,369,440,83.9,6278,0,0.0,0
233,15,22,68.2,199,0,0.1,1
234,286,365,78.4,5960,0,0.3,2
235,49,65,75.4,695,0,0.2,5
236,731,845,86.5,14104,0,0.5,8
237,23,29,79.3,393,0,0.0,0
238,12,13,92.3,183,0,0.0,0
239,487,707,68.9,8072,6,4.2,24
240,604,700,86.3,12345,0,1.3,20
241,558,686,81.3,9186,0,0.3,2
242,502,750,66.9,7545,3,4.1,37
243,781,881,88.6,14451,0,0.6,12
244,6,8,75.0,125,0,0.0,0
245,42,55,76.4,797,0,0.0,1
246,613,812,75.5,8993,4,7.0,45
247,262,342,76.6,4465,1,1.2,18
248,124,156,79.5,1960,1,0.6,7
249,915,1074,85.2,15899,1,1.0,17
250,2318,2499,92.8,49836,1,0.1,3
251,342,503,68.0,6435,0,1.0,17
252,399,522,76.4,8174,4,2.7,25
253,654,785,83.3,15652,0,0.0,0
254,1104,1315,84.0,19603,0,1.0,15
255,46,64,71.9,747,0,0.3,4
256,1585,1808,87.7,29381,0,1.4,28
257,185,239,77.4,4158,0,0.1,2
258,174,221,78.7,3565,0,0.0,0
259,1,1,100.0,18,0,0.0,0
260,83,106,78.3,1320,2,0.2,5
261,208,315,66.0,3733,3,2.9,18
262,732,925,79.1,12832,3,2.5,13
263,347,404,85.9,6806,0,0.2,8
264,1434,1640,87.4,25829,7,3.7,45
265,190,326,58.3,2802,1,2.1,17
266,50,69,72.5,806,0,0.1,2
267,1119,1329,84.2,16894,8,8.4,61
268,60,81,74.1,988,0,0.4,4
269,879,1192,73.7,15862,10,7.1,53
270,1351,1695,79.7,25057,1,2.6,27
271,587,791,74.2,9679,2,3.1,32
