Rk,Cmp,Att,Cmp%,TotDist,Ast,xA,KP
724,532,681,78.1,8993,1,1.9,25
725,233,303,76.9,3665,1,0.3,4
726,38,48,79.2,681,0,0.1,1
727,19,19,100.0,279,0,0.0,0
728,629,817,77.0,12640,3,0.8,12
729,849,936,90.7,18484,0,0.1,1
730,647,904,71.6,18757,0,0.0,0
731,431,485,88.9,7215,4,2.0,11
732,486,664,73.2,8604,4,3.4,27
733,136,167,81.4,2638,0,0.0,1
734,11,20,55.0,183,0,0.0,0
735,125,164,76.2,1674,0,0.5,3
736,970,1218,79.6,23651,1,0.1,2
737,172,195,88.2,3767,0,0.0,0
738,190,221,86.0,4634,0,0.0,0
739,933,1310,71.2,17336,1,1.0,11
740,1,2,50.0,31,0,0.0,0
741,772,966,79.9,14476,0,1.6,14
742,595,1093,54.4,25708,0,0.0,0
743,298,382,78.0,4770,0,1.0,14
744,152,192,79.2,2576,1,0.5,6
745,515,613,84.0,12117,0,0.0,1
746,116,161,72.0,1810,3,1.4,12
747,358,502,71.3,6793,0,0.1,4
748,346,411,84.2,6543,1,0.6,7
749,382,469,81.4,6439,5,0.9,12
750,1913,2192,87.3,45038,3,1.1,11
751,156,245,63.7,2751,0,0.1,3
752,81,100,81.0,1496,0,0.0,0
753,50,84,59.5,593,1,0.3,3
754,728,849,85.7,16465,0,0.2,2
755,1275,1528,83.4,21499,6,6.6,69
756,565,813,69.5,10536,7,4.9,50
757,286,347,82.4,5708,1,1.4,20
758,1143,1309,87.3,27068,0,0.1,4
759,102,130,78.5,1919,1,0.4,6
760,927,1063,87.2,23484,0,0.1,1
761,1017,1212,83.9,24161,0,0.1,1
762,145,203,71.4,2061,0,0.6,6
763,1151,1483,77.6,20371,3,1.7,29
764,850,1137,74.8,16175,1,1.2,17
765,1012,1161,87.2,18005,2,1.0,23
766,12,15,80.0,204,0,0.0,0
767,623,685,90.9,9225,1,0.9,15
768,4,4,100.0,37,0,0.0,0
769,484,633,76.5,9323,1,2.6,19
770,802,935,85.8,17054,1,0.2,3
771,1605,1740,92.2,33611,0,0.1,1
772,667,839,79.5,16672,0,0.1,1
773,246,442,55.7,4591,4,1.8,18
774,294,390,75.4,4508,5,4.8,20
775,1288,1603,80.3,21611,6,4.0,30
776,53,78,67.9,898,0,0.0,2
777,395,466,84.8,7715,0,0.0,1
778,163,266,61.3,2478,2,0.8,7
779,103,157,65.6,1562,0,0.2,4
780,503,605,83.1,11925,0,0.1,1
781,377,527,71.5,5236,4,1.4,8
782,215,280,76.8,3355,0,0.6,8
783,549,743,73.9,10139,2,1.9,23
784,358,473,75.7,6648,2,3.1,24
785,474,657,72.1,8866,1,0.7,8
786,77,128,60.2,2885,0,0.0,0
787,475,592,80.2,8427,0,0.5,6
788,680,870,78.2,10971,2,1.2,24
789,826,1060,77.9,19342,0,0.5,4
790,41,62,66.1,717,0,0.1,3
791,6,9,66.7,122,0,0.0,0
792,59,93,63.4,1025,0,1.0,3
793,1322,1823,72.5,23432,5,3.6,44
794,135,213,63.4,2516,0,0.2,2
795,161,194,83.0,3422,0,0.5,11
796,209,368,56.8,5358,0,0.0,1
797,39,71,54.9,931,0,0.6,6
798,2088,2372,88.0,47140,1,0.6,7
799,759,933,81.4,14891,1,1.3,19
800,116,147,78.9,2035,0,0.7,12
801,16,24,66.7,312,0,0.0,0
802,378,672,56.3,17199,0,0.0,0
803,1334,1528,87.3,27065,3,1.8,18
804,424,521,81.4,6906,0,0.3,6
805,623,761,81.9,11812,3,2.3,23
806,24,33,72.7,874,0,0.0,0
807,7,10,70.0,129,0,0.0,0
808,120,192,62.5,2963,0,0.5,9
809,1,2,50.0,35,0,0.0,0
810,812,1012,80.2,14148,6,4.3,51
811,22,24,91.7,470,0,0.0,0
812,39,61,63.9,969,0,0.0,0
813,46,57,80.7,1198,0,0.0,1
814,54,64,84.4,975,0,0.1,1
815,245,313,78.3,4441,1,0.9,10
816,0,0,,0,0,0.0,0
817,44,62,71.0,748,0,0.1,1
818,690,883,78.1,12901,1,0.7,13
819,1228,1709,71.9,23605,3,2.3,27
820,138,201,68.7,2449,0,0.7,2
821,294,363,81.0,5125,0,1.7,13
822,446,538,82.9,5570,1,1.8,17
823,921,1273,72.3,18550,3,1.8,28
824,141,193,73.1,2139,0,0.8,7
825,589,673,87.5,12539,0,0.4,1
826,585,691,84.7,8996,3,1.4,19
827,917,1062,86.3,21103,2,0.7,5
828,234,290,80.7,4376,0,0.0,1
829,839,1034,81.1,13881,4,2.6,37
830,707,887,79.7,14770,0,0.1,4
831,1048,1168,89.7,21793,1,0.3,4
832,21,22,95.5,384,0,0.0,0
833,734,882,83.2,16742,0,0.6,5
834,410,531,77.2,5830,1,2.6,17
835,995,1289,77.2,16211,0,1.6,19
836,599,946,63.3,10711,4,4.8,49
837,608,853,71.3,11698,7,2.5,34
838,614,723,84.9,12399,0,0.6,8
839,40,51,78.4,576,0,0.2,2
840,208,254,81.9,3673,0,0.0,1
841,,,,,0,,
842,751,1118,67.2,23462,0,0.2,1
843,119,152,78.3,3111,1,0.3,1
844,381,627,60.8,5946,3,1.7,17
845,907,1184,76.6,20097,2,0.2,3
846,84,123,68.3,1298,1,0.3,2
847,609,748,81.4,12948,0,0.1,4
848,1985,2190,90.6,44224,1,0.6,7
849,1380,1536,89.8,29498,3,0.6,11
850,241,362,66.6,3684,2,2.0,10
851,343,425,80.7,7985,0,0.0,0
852,74,113,65.5,1004,0,0.3,5
853,603,740,81.5,11865,0,0.8,19
854,160,266,60.2,2568,1,0.2,9
855,147,242,60.7,2156,1,2.0,19
856,931,1171,79.5,14337,8,5.8,49
857,749,834,89.8,11466,1,0.7,11
858,854,1164,73.4,15203,2,3.4,38
859,305,435,70.1,10092,0,0.0,0
860,206,261,78.9,3155,0,0.9,10
861,552,675,81.8,10878,1,2.0,13
862,360,477,75.5,7132,0,0.7,3
863,431,508,84.8,6922,2,1.9,18
864,645,738,87.4,13129,0,0.1,4
865,944,1078,87.6,17244,7,4.4,52
866,536,642,83.5,10878,0,0.1,2
867,381,443,86.0,7117,0,0.5,8
868,306,357,85.7,6096,2,0.6,5
869,1054,1308,80.6,19557,1,1.5,24
870,300,426,70.4,5150,0,0.4,7
871,1254,1418,88.4,27558,1,0.6,5
872,680,897,75.8,10962,5,2.1,18
873,429,538,79.7,7022,2,2.7,28
874,91,171,53.2,1706,0,1.6,11
875,535,1203,44.5,24926,0,0.0,0
876,11,14,78.6,141,0,0.0,0
877,62,73,84.9,1076,0,0.1,2
878,10,13,76.9,172,0,0.0,1
879,281,413,68.0,4809,0,0.1,4
880,53,60,88.3,1027,0,0.0,1
881,53,61,86.9,899,0,0.0,0
882,336,507,66.3,6179,2,0.7,5
883,425,544,78.1,8941,0,0.3,4
884,97,133,72.9,1726,1,0.7,7
885,648,950,68.2,11071,4,4.2,43
886,1463,1714,85.4,29437,0,2.6,37
887,795,1096,72.5,12813,3,2.4,25
888,2,2,100.0,28,0,0.0,0
889,110,150,73.3,1584,0,0.3,3
890,1467,1666,88.1,24974,2,2.6,27
891,989,1292,76.5,20285,3,1.9,22
892,918,1170,78.5,21727,0,0.6,3
893,87,103,84.5,1612,0,0.0,0
894,15,17,88.2,199,0,0.1,1
895,510,630,81.0,9900,0,0.1,2
896,741,930,79.7,12512,1,2.1,29
897,79,117,67.5,1246,1,0.9,4
898,224,270,83.0,5213,0,0.0,1
899,30,44,68.2,752,0,0.0,0
900,386,433,89.1,8572,0,0.0,0
901,377,581,64.9,5686,1,2.8,34
902,751,979,76.7,19653,0,0.0,0
903,234,278,84.2,4792,0,0.0,1
904,260,369,70.5,4739,1,1.2,13
905,9,12,75.0,207,1,0.0,1
906,799,938,85.2,14328,2,1.2,19
907,1020,1357,75.2,21739,2,2.3,23
908,17,28,60.7,306,0,0.0,1
909,190,257,73.9,3772,0,0.6,9
910,148,258,57.4,1985,0,0.8,9
911,26,48,54.2,353,0,0.0,0
912,331,436,75.9,4696,2,3.0,15
913,638,862,74.0,11807,1,0.9,14
914,1468,1590,92.3,24184,2,3.1,26
915,283,366,77.3,4490,1,0.8,11
916,759,853,89.0,17206,0,0.1,2
917,1225,1471,83.3,26372,1,1.0,15
918,861,1160,74.2,20513,0,0.3,6
919,672,705,95.3,13842,0,0.2,2
920,159,191,83.2,2983,0,0.0,0
921,521,710,73.4,9535,0,0.2,2
922,310,454,68.3,5945,1,0.3,8
923,89,136,65.4,1867,0,0.2,4
924,557,952,58.5,8973,1,0.9,17
925,719,1022,70.4,13702,2,3.9,50
926,155,215,72.1,3610,0,0.1,1
927,24,36,66.7,428,0,0.1,3
928,15,15,100.0,253,0,0.0,0
929,22,30,73.3,311,0,0.0,0
930,867,1092,79.4,15305,2,1.8,19
931,123,145,84.8,2809,0,0.0,0
932,110,150,73.3,1683,2,0.8,5
933,319,516,61.8,9683,0,0.3,1
934,50,67,74.6,779,0,0.0,0
935,38,52,73.1,525,1,0.2,4
936,726,934,77.7,18877,0,0.0,0
937,1118,1337,83.6,19319,2,1.4,18
938,516,621,83.1,9990,3,2.0,27
939,472,533,88.6,11520,0,0.0,2
940,755,1034,73.0,13013,2,2.3,25
941,302,390,77.4,5537,0,0.2,5
942,330,440,75.0,4972,4,1.6,11
943,402,512,78.5,6253,4,2.3,21
944,402,615,65.4,6816,4,2.8,32
945,406,495,82.0,7409,0,1.6,17
946,6,10,60.0,97,0,0.0,0
947,643,900,71.4,11937,5,2.0,22
948,48,49,98.0,715,0,0.1,3
949,73,96,76.0,1440,0,0.9,6
950,240,300,80.0,4163,1,1.0,8
951,66,82,80.5,1160,0,0.1,3
952,858,1136,75.5,19263,1,1.7,25
953,857,1356,63.2,36066,0,0.2,2
954,366,488,75.0,9139,1,0.0,0
955,151,169,89.3,2892,0,0.1,4
956,132,199,66.3,2108,1,1.4,7
957,1852,2156,85.9,41890,1,1.2,6
958,1024,1179,86.9,21050,0,0.5,3
959,207,306,67.6,2513,0,1.3,7
960,898,1154,77.8,20347,1,1.5,27
961,968,1080,89.6,22294,0,0.0,1
962,883,1127,78.3,13863,10,9.7,47
963,563,611,92.1,12508,1,0.7,3
964,665,726,91.6,11754,0,0.5,6
965,1413,1608,87.9,30189,0,0.1,3
966,936,1091,85.8,19451,1,0.9,10
967,28,43,65.1,512,0,0.3,3
968,35,64,54.7,1453,0,0.0,0
969,325,425,76.5,7503,0,0.2,4
970,58,87,66.7,741,0,0.1,2
971,725,968,74.9,23656,0,0.0,0
972,871,1137,76.6,16127,4,4.5,45
973,719,859,83.7,16374,1,0.8,12
974,11,13,84.6,235,0,0.1,2
975,202,319,63.3,3386,0,1.5,16
976,1743,1960,88.9,39368,0,0.2,5
977,255,393,64.9,4427,2,2.2,11
978,921,1135,81.1,15922,4,3.0,23
979,1598,2012,79.4,29823,16,10.3,106
980,434,486,89.3,9924,0,0.1,2
981,518,731,70.9,17088,0,0.0,0
982,482,579,83.2,10754,0,0.5,5
983,109,141,77.3,2090,0,0.0,0
984,30,39,76.9,507,0,0.0,1
985,753,849,88.7,16324,0,0.5,3
986,51,61,83.6,1251,0,0.0,1
987,170,201,84.6,4136,0,0.0,0
988,310,347,89.3,6142,0,0.0,0
989,96,124,77.4,1724,1,0.4,6
990,799,924,86.5,14795,5,2.9,19
991,343,446,76.9,5819,0,0.4,5
992,1179,1503,78.4,19069,7,3.4,36
993,405,510,79.4,6653,1,1.0,10
994,238,283,84.1,3111,0,1.4,12
995,86,99,86.9,2069,0,0.0,0
996,0,0,,0,0,0.0,0
997,578,755,76.6,14085,1,0.3,4
998,391,594,65.8,5943,2,2.1,21
999,391,537,72.8,6013,1,1.5,20
1000,161,224,71.9,2975,0,0.5,11
1001,217,256,84.8,3814,1,0.2,5
1002,102,155,65.8,1520,0,1.6,8
1003,271,326,83.1,4329,3,1.6,15
1004,1217,1538,79.1,23156,6,6.9,92
1005,416,488,85.2,6406,1,0.7,13
1006,65,97,67.0,1091,0,0.3,6
1007,141,213,66.2,1908,1,0.8,9
1008,334,450,74.2,6356,0,0.6,11
1009,935,1147,81.5,14373,4,3.7,33
1010,11,13,84.6,271,0,0.0,0
1011,553,764,72.4,10899,8,4.8,35
1012,1577,1775,88.8,33358,3,2.4,20
1013,0,0,,0,0,0.0,0
1014,181,227,79.7,3152,0,0.3,5
1015,411,461,89.2,8610,0,0.1,2
1016,762,1028,74.1,14861,4,5.1,62
1017,255,309,82.5,5797,1,0.2,3
1018,883,1096,80.6,17038,1,0.6,13
1019,591,1053,56.1,21593,0,0.0,0
1020,876,1041,84.1,17718,3,2.3,28
1021,455,668,68.1,7013,2,1.7,15
1022,614,678,90.6,11782,0,0.1,2
1023,363,478,75.9,6051,2,1.6,18
1024,1018,1144,89.0,20108,1,1.3,13
1025,1887,2145,88.0,29729,2,3.0,34
1026,60,81,74.1,956,0,0.0,0
1027,585,680,86.0,10880,0,0.4,8
1028,22,26,84.6,257,0,0.1,2
1029,22,35,62.9,350,0,0.0,1
1030,807,986,81.8,17549,1,0.8,10
1031,687,1026,67.0,13271,2,1.4,14
1032,287,315,91.1,6645,0,0.0,0
1033,175,194,90.2,3561,0,0.3,5
1034,455,622,73.2,6377,2,0.7,13
1035,7,11,63.6,115,0,0.0,1
1036,1015,1268,80.0,27353,1,1.0,3
1037,703,818,85.9,15993,0,0.2,5
1038,28,32,87.5,359,0,0.0,0
1039,1779,1956,91.0,33405,1,2.8,34
1040,111,256,43.4,4114,0,0.0,0
1041,1159,1644,70.5,22818,8,7.2,80
1042,1184,1362,86.9,25410,0,0.2,1
1043,520,821,63.3,20131,0,0.2,1
1044,88,95,92.6,1647,0,0.1,2
1045,24,27,88.9,369,0,0.0,0
1046,79,104,76.0,1456,1,0.5,5
1047,741,882,84.0,14439,2,0.7,14
1048,320,412,77.7,7448,0,0.2,4
1049,348,454,76.7,5432,2,1.3,16
1050,102,183,55.7,1776,0,0.8,8
1051,484,558,86.7,7577,1,2.6,12
1052,2042,2422,84.3,31904,10,4.4,35
1053,522,766,68.1,7368,1,1.9,24
1054,1605,1909,84.1,30109,3,2.8,35
1055,183,272,67.3,3165,1,1.7,19
1056,966,1114,86.7,24653,0,0.3,2
1057,538,639,84.2,11532,0,0.0,1
1058,97,131,74.0,1543,0,0.4,2
1059,754,909,82.9,12244,4,3.9,42
1060,4,4,100.0,37,0,0.0,0
1061,1210,1374,88.1,27587,0,0.8,11
1062,1219,1438,84.8,18263,4,3.6,43
1063,591,789,74.9,12375,0,0.2,1
1064,1207,1416,85.2,18815,6,6.2,53
1065,630,833,75.6,10884,2,1.5,15
1066,522,611,85.4,8034,3,2.6,22
1067,961,1251,76.8,15365,13,7.4,57
1068,350,614,57.0,12857,0,0.0,0
1069,1015,1271,79.9,21710,2,2.9,25
1070,1082,1283,84.3,25976,1,0.2,4
1071,424,1035,41.0,21129,0,0.0,1
1072,1582,1879,84.2,32654,5,2.9,22
1073,43,65,66.2,705,0,0.3,2
1074,420,575,73.0,6881,2,0.8,12
1075,44,103,42.7,2365,0,0.0,0
1076,430,619,69.5,6969,0,1.7,26
1077,425,527,80.6,7980,0,0.8,6
1078,972,1290,75.3,18219,5,3.7,37
1079,793,883,89.8,17062,0,0.3,3
1080,511,642,79.6,11693,0,0.1,2
1081,737,925,79.7,17878,0,0.2,4
1082,19,22,86.4,312,0,0.0,0
1083,58,79,73.4,766,0,0.3,4
1084,14,23,60.9,205,0,0.3,2
1085,723,819,88.3,14073,1,1.1,4
1086,248,335,74.0,3456,2,0.9,18
1087,1684,2020,83.4,28696,3,4.8,40
1088,782,1043,75.0,17157,4,1.8,27
1089,466,503,92.6,7483,1,0.5,6
1090,671,777,86.4,11474,2,1.7,21
1091,292,612,47.7,13464,0,0.2,1
1092,714,942,75.8,13566,3,1.2,19
1093,101,169,59.8,3877,0,0.0,0
1094,375,529,70.9,6177,6,4.7,24
1095,280,402,69.7,4544,0,0.8,12
1096,705,882,79.9,11216,10,6.8,43
1097,539,647,83.3,9845,4,4.3,38
1098,1093,1321,82.7,29670,2,1.0,11
1099,1280,1651,77.5,28579,1,0.6,7
1100,5,8,62.5,48,0,0.0,0
1101,84,100,84.0,2280,0,0.0,0
1102,1215,1335,91.0,28881,1,0.5,3
1103,1230,1467,83.8,23437,0,0.4,14
1104,702,882,79.6,14247,3,4.0,34
1105,1,2,50.0,7,0,0.0,0
1106,343,417,82.3,7215,0,0.1,7
1107,292,338,86.4,6532,0,0.0,0
1108,431,608,70.9,8294,0,0.7,10
1109,452,647,69.9,6312,2,2.1,23
1110,855,991,86.3,20925,3,0.4,2
1111,11,14,78.6,137,0,0.0,0
1112,288,398,72.4,4455,0,1.3,11
1113,17,24,70.8,284,0,0.0,0
1114,242,391,61.9,4083,3,2.4,14
1115,8,8,100.0,133,0,0.0,0
1116,868,1190,72.9,29609,0,0.0,0
1117,12,16,75.0,227,0,0.0,1
1118,542,721,75.2,10349,5,5.2,37
1119,1220,1596,76.4,35730,0,0.0,0
1120,1364,1569,86.9,27908,4,1.6,8
1121,231,278,83.1,4872,0,0.4,5
1122,384,476,80.7,7208,5,2.8,21
1123,676,920,73.5,10570,1,1.4,22
1124,1974,2234,88.4,46777,3,1.9,9
1125,699,804,86.9,16792,0,0.2,7
1126,247,317,77.9,3710,1,1.8,15
1127,202,254,79.5,5457,0,0.0,0
1128,1098,1299,84.5,18329,2,1.4,20
1129,28,57,49.1,349,1,0.5,3
1130,1413,1810,78.1,26872,1,2.0,30
1131,1171,1374,85.2,30136,0,0.3,3
1132,176,288,61.1,3060,1,0.1,3
1133,139,173,80.3,1998,0,0.2,3
1134,295,326,90.5,6090,0,0.0,2
1135,17,22,77.3,329,0,0.0,0
1136,171,241,71.0,2955,2,2.1,13
1137,1247,1446,86.2,25926,2,0.6,8
1138,1256,1429,87.9,24800,3,2.2,18
1139,435,623,69.8,6778,5,3.4,28
1140,149,178,83.7,2128,2,2.6,11
1141,37,48,77.1,495,0,0.0,1
1142,21,23,91.3,279,0,0.2,2
1143,239,320,74.7,3479,2,2.1,15
1144,560,667,84.0,11256,1,0.9,7
1145,302,342,88.3,5922,0,0.0,1
1146,217,268,81.0,3124,3,2.5,16
1147,1,4,25.0,7,0,0.0,0
1148,544,706,77.1,9070,6,3.8,34
1149,41,54,75.9,617,0,0.7,3
1150,773,964,80.2,13734,5,6.8,58
1151,168,183,91.8,3164,0,0.2,1
1152,328,362,90.6,6992,0,0.1,1
1153,436,540,80.7,9195,1,0.8,6
1154,57,66,86.4,988,0,0.0,0
1155,715,929,77.0,10806,9,6.5,54
1156,10,12,83.3,161,0,0.1,1
1157,102,153,66.7,1647,0,0.3,5
1158,437,678,64.5,6762,2,2.8,34
1159,342,502,68.1,5132,2,1.1,9
1160,1450,1784,81.3,24253,6,7.1,84
1161,436,591,73.8,6951,3,1.6,19
1162,599,708,84.6,9568,2,0.7,18
1163,222,304,73.0,3338,1,2.2,15
1164,735,856,85.9,12032,2,2.1,23
1165,424,495,85.7,9117,0,0.1,2
1166,43,50,86.0,747,0,0.0,0
1167,25,27,92.6,504,0,0.0,0
1168,53,70,75.7,898,0,0.0,0
1169,462,614,75.2,9220,0,2.3,22
1170,1102,1376,80.1,23159,0,1.0,15
1171,26,38,68.4,445,0,0.0,0
1172,59,74,79.7,1224,0,0.0,0
1173,268,314,85.4,4600,2,0.8,12
1174,84,140,60.0,1170,0,0.0,2
1175,842,1028,81.9,16122,0,0.6,12
1176,390,590,66.1,6626,2,1.0,11
1177,433,556,77.9,8045,1,0.7,11
1178,586,803,73.0,9009,6,4.0,26
1179,6,6,100.0,87,0,0.0,0
1180,1055,1268,83.2,19372,2,3.4,24
1181,45,59,76.3,670,0,0.3,1
1182,551,775,71.1,9437,4,4.6,45
1183,257,341,75.4,4290,1,0.4,7
1184,645,859,75.1,12814,1,0.8,10
1185,538,646,83.3,11907,0,0.9,8
1186,323,496,65.1,6350,3,2.5,22
1187,658,1007,65.3,24521,0,0.2,1
1188,236,407,58.0,4262,4,2.3,27
1189,38,53,71.7,633,0,0.2,2
1190,5,9,55.6,88,0,0.0,0
1191,54,68,79.4,1028,0,0.0,0
1192,854,1117,76.5,19177,0,0.2,6
1193,545,636,85.7,9874,0,0.1,2
1194,57,88,64.8,793,0,0.1,1
1195,2,2,100.0,16,0,0.0,0
1196,532,608,87.5,7634,7,3.7,30
1197,66,74,89.2,1249,0,0.0,0
1198,732,1009,72.5,11843,6,5.5,42
1199,935,1163,80.4,15558,3,5.4,61
1200,640,801,79.9,9487,2,2.4,28
1201,111,161,68.9,1947,0,0.2,2
1202,89,116,76.7,1416,0,0.1,1
1203,111,128,86.7,1843,0,0.0,0
1204,79,89,88.8,1388,0,0.0,0
1205,1536,1661,92.5,25880,2,2.3,23
1206,389,544,71.5,5635,1,2.5,18
1207,441,640,68.9,9161,1,1.1,17
1208,1497,1748,85.6,29876,2,3.5,36
1209,2,5,40.0,47,0,0.0,0
1210,1955,2221,88.0,37518,2,2.4,23
1211,573,849,67.5,18122,0,0.1,1
1212,406,565,71.9,6791,1,1.7,18
1213,541,995,54.4,8574,2,2.1,15
1214,73,98,74.5,1408,1,0.7,5
1215,681,861,79.1,11169,1,3.8,32
1216,405,453,89.4,8461,1,0.3,4
1217,22,28,78.6,270,0,0.0,0
1218,138,209,66.0,2333,0,0.6,5
1219,111,134,82.8,1548,1,0.7,3
1220,46,57,80.7,623,0,0.1,1
1221,115,152,75.7,2071,0,0.0,0
1222,631,813,77.6,10355,1,2.2,30
1223,526,729,72.2,7604,0,1.2,19
1224,421,544,77.4,6137,1,2.6,22
1225,651,802,81.2,10834,1,1.2,13
1226,51,80,63.8,831,0,0.1,4
1227,186,227,81.9,4006,1,0.1,1
1228,856,1024,83.6,19579,1,0.1,1
1229,484,637,76.0,11106,2,0.5,3
1230,571,721,79.2,8759,3,4.7,38
1231,970,1365,71.1,16660,7,3.4,36
1232,456,731,62.4,9983,6,7.1,48
1233,592,868,68.2,9356,5,2.5,28
1234,56,119,47.1,2205,0,0.0,0
1235,103,135,76.3,1493,1,1.0,7
1236,29,44,65.9,458,0,0.2,1
1237,388,524,74.0,6653,1,1.8,9
1238,579,773,74.9,10747,4,3.1,39
1239,246,310,79.4,3969,0,0.4,5
1240,1130,1280,88.3,23096,2,0.4,7
1241,896,1110,80.7,16199,0,0.5,11
1242,458,520,88.1,7977,2,2.7,10
1243,394,592,66.6,6928,2,2.5,24
1244,12,17,70.6,158,0,0.1,2
1245,188,239,78.7,3175,0,0.4,6
1246,975,1140,85.5,17336,0,2.0,26
1247,25,34,73.5,855,0,0.0,0
1248,59,71,83.1,958,0,0.0,1
1249,224,335,66.9,3099,1,1.8,24
1250,107,149,71.8,1710,1,0.9,10
1251,4,7,57.1,64,0,0.0,0
1252,433,630,68.7,14652,0,0.4,2
1253,520,733,70.9,10150,0,0.4,8
1254,104,142,73.2,1436,2,1.0,8
1255,1167,1379,84.6,27198,0,0.7,6
1256,376,402,93.5,6697,0,0.3,2
1257,27,35,77.1,349,0,0.3,1
1258,608,684,88.9,9688,3,2.1,15
1259,54,63,85.7,1125,0,0.1,1
1260,168,231,72.7,3670,0,0.2,2
1261,493,669,73.7,9627,1,0.9,6
1262,133,201,66.2,2275,3,0.9,9
1263,1180,1567,75.3,23017,3,1.2,15
1264,1532,1719,89.1,28066,1,2.4,31
1265,41,59,69.5,629,0,0.2,2
1266,224,357,62.7,4577,2,1.3,18
1267,637,885,72.0,10968,2,1.2,9
1268,275,330,83.3,4351,1,0.5,7
1269,328,488,67.2,4497,1,0.8,9
1270,633,698,90.7,14282,0,0.1,1
1271,72,90,80.0,1391,0,0.0,0
1272,2440,2847,85.7,51130,7,8.2,81
1273,1061,1119,94.8,20133,0,0.1,2
1274,362,498,72.7,5440,4,3.7,28
1275,961,1138,84.4,16059,1,0.5,8
1276,131,143,91.6,2913,0,0.0,0
1277,609,685,88.9,13499,0,0.0,0
1278,1005,1291,77.8,17653,5,3.4,38
1279,150,218,68.8,2235,1,1.4,12
1280,1072,1183,90.6,23229,0,0.6,5
1281,331,390,84.9,6617,0,0.0,0
1282,1553,1803,86.1,28771,1,1.7,14
1283,394,483,81.6,6658,1,1.1,22
1284,573,825,69.5,10844,2,1.8,13
1285,790,936,84.4,18843,0,0.1,2
1286,1253,1466,85.5,31226,0,1.5,13
1287,0,0,,0,0,0.0,0
1288,19,30,63.3,307,0,0.0,0
1289,55,86,64.0,661,0,0.0,1
1290,634,787,80.6,11129,3,1.1,15
1291,1436,1752,82.0,22521,5,5.4,57
1292,1446,1836,78.8,29136,3,4.9,56
1293,869,1031,84.3,14321,2,1.0,9
1294,563,721,78.1,10944,0,0.2,8
1295,711,897,79.3,12433,1,1.0,15
1296,303,342,88.6,5903,0,0.1,2
1297,87,118,73.7,1347,0,0.1,3
1298,946,1114,84.9,19637,1,0.2,6
1299,317,383,82.8,5329,0,0.1,5
1300,602,736,81.8,13848,0,0.4,4
1301,18,22,81.8,351,0,0.1,1
1302,561,648,86.6,10577,0,0.7,10
1303,674,853,79.0,13926,2,0.4,9
1304,25,36,69.4,359,0,0.0,1
1305,1219,1362,89.5,27059,0,0.4,4
1306,965,1613,59.8,19659,11,9.3,79
1307,75,104,72.1,1240,1,0.2,5
1308,182,242,75.2,2749,2,1.0,14
1309,309,336,92.0,6252,0,0.2,3
1310,500,840,59.5,17794,0,0.1,1
1311,1521,1651,92.1,31538,0,0.5,9
1312,362,496,73.0,5121,2,1.2,18
1313,1284,1489,86.2,26927,1,0.5,3
1314,41,56,73.2,682,0,0.2,1
1315,653,860,75.9,10612,1,0.8,8
1316,1665,1846,90.2,32399,3,2.0,29
1317,214,311,68.8,3517,0,0.6,11
1318,57,84,67.9,1056,0,0.2,1
1319,78,129,60.5,3102,0,0.0,0
1320,316,433,73.0,5629,1,0.4,1
1321,445,554,80.3,7451,2,3.2,23
1322,796,935,85.1,13898,0,0.4,7
1323,5,5,100.0,94,0,0.0,0
1324,533,647,82.4,9136,0,0.5,10
1325,137,156,87.8,2752,0,0.0,0
1326,129,159,81.1,2418,0,0.3,1
1327,2233,2512,88.9,44640,5,4.0,63
1328,1046,1550,67.5,32750,0,0.0,0
1329,196,235,83.4,3105,1,1.0,9
1330,77,96,80.2,1858,0,0.0,0
1331,539,764,70.5,8493,4,2.9,34
1332,508,729,69.7,8909,3,1.9,19
1333,905,1157,78.2,14342,8,9.0,76
1334,771,920,83.8,15790,0,0.1,2
1335,795,1022,77.8,16350,0,1.8,11
1336,513,679,75.6,9451,0,2.1,24
1337,681,810,84.1,13388,1,1.7,23
1338,605,671,90.2,8685,0,0.2,2
1339,112,152,73.7,1728,0,0.3,4
1340,126,177,71.2,2006,2,1.2,7
1341,476,620,76.8,8161,1,0.4,7
1342,27,31,87.1,324,0,0.2,2
1343,80,111,72.1,1142,0,0.2,4
1344,436,657,66.4,6445,5,2.6,25
1345,387,499,77.6,5867,4,3.1,22
1346,59,78,75.6,1056,0,0.1,3
1347,551,884,62.3,17995,0,0.1,2
1348,774,1026,75.4,20218,2,0.9,7
1349,1,1,100.0,15,0,0.0,0
1350,1067,1295,82.4,18757,6,2.7,14
1351,1105,1564,70.7,21647,3,3.7,41
1352,89,119,74.8,1176,0,0.0,2
1353,1011,1348,75.0,23512,1,2.2,30
1354,229,270,84.8,3400,1,0.8,5
1355,469,596,78.7,7262,1,1.6,17
1356,12,14,85.7,235,0,0.1,1
1357,173,235,73.6,2905,1,0.6,4
1358,304,389,78.1,6698,0,0.1,2
1359,266,328,81.1,4869,0,0.6,3
1360,167,190,87.9,3608,0,0.0,0
1361,60,81,74.1,1315,0,0.1,2
1362,674,798,84.5,10954,2,2.6,31
1363,259,333,77.8,3908,0,2.1,23
1364,1041,1114,93.4,22473,0,0.1,1
1365,985,1246,79.1,23717,0,0.2,5
