Rk,Gls,Sh,SoT,SoT%,SoT/90,G/Sh,PK,PKatt,xG
1574,2,12,3,25.0,0.12,0.17,0,0,0.9
1575,0,1,0,0.0,0.00,0.00,0,0,0.1
1576,4,28,11,39.3,0.59,0.14,0,0,5.5
1577,2,11,6,54.5,0.57,0.18,0,0,1.6
1578,0,10,2,20.0,0.09,0.00,0,0,0.4
1579,0,6,1,16.7,0.07,0.00,0,0,0.2
1580,0,0,0,,0.00,,0,0,0.0
1581,1,15,3,20.0,0.15,0.07,0,0,0.7
1582,0,0,0,,0.00,,0,0,0.0
1583,0,5,2,40.0,0.19,0.00,0,0,0.1
1584,11,51,20,39.2,0.66,0.16,3,4,9.3
1585,0,9,1,11.1,0.12,0.00,0,0,1.2
1586,0,6,4,66.7,0.14,0.00,0,0,0.4
1587,3,34,11,32.4,0.94,0.06,1,1,6.2
1588,0,7,2,28.6,0.11,0.00,0,0,0.2
1589,1,4,1,25.0,0.13,0.25,0,0,0.3
1590,2,24,7,29.2,0.54,0.08,0,0,2.4
1591,0,6,1,16.7,1.01,0.00,0,0,0.4
1592,0,7,2,28.6,0.19,0.00,0,0,0.2
1593,0,13,4,30.8,0.16,0.00,0,0,1.1
1594,10,90,34,37.8,1.11,0.10,1,2,11.2
1595,5,26,11,42.3,0.71,0.19,0,0,2.9
1596,8,35,12,34.3,0.40,0.20,1,1,4.0
1597,3,18,7,38.9,1.40,0.17,0,0,2.3
1598,0,3,0,0.0,0.00,0.00,0,0,0.1
1599,0,0,0,,0.00,,0,0,0.0
1600,8,45,18,40.0,0.76,0.18,0,0,7.7
1601,0,0,0,,0.00,,0,0,0.0
1602,3,9,3,33.3,0.16,0.33,0,0,0.8
1603,18,88,49,55.7,2.91,0.20,0,0,17.1
1604,0,5,1,20.0,0.06,0.00,0,0,0.4
1605,0,0,0,,0.00,,0,0,0.0
1606,0,4,1,25.0,1.07,0.00,0,0,0.2
1607,0,8,1,12.5,0.23,0.00,0,0,0.4
1608,0,29,6,20.7,0.17,0.00,0,0,2.4
1609,6,49,24,49.0,1.02,0.12,0,0,7.6
1610,0,0,0,,0.00,,0,0,0.0
1611,0,11,3,27.3,0.16,0.00,0,0,0.5
1612,3,55,19,34.5,0.74,0.05,0,0,3.9
1613,2,46,19,41.3,0.94,0.04,0,0,7.1
1614,0,0,0,,0.00,,0,0,0.0
1615,3,32,7,21.9,0.30,0.09,0,0,2.5
1616,1,30,10,33.3,0.30,0.03,0,0,1.5
1617,2,48,14,29.2,0.38,0.04,0,0,2.2
1618,4,30,10,33.3,0.51,0.13,0,0,1.5
1619,1,5,2,40.0,0.23,0.20,0,0,0.2
1620,0,5,1,20.0,0.05,0.00,0,0,0.4
1621,1,18,5,27.8,0.16,0.06,0,0,1.8
1622,0,9,3,33.3,0.83,0.00,0,0,0.5
1623,2,23,9,39.1,0.68,0.09,0,0,1.7
1624,0,22,3,13.6,0.12,0.00,0,0,0.8
1625,3,6,5,83.3,1.47,0.50,0,0,0.7
1626,0,3,0,0.0,0.00,0.00,0,0,0.1
1627,2,17,7,41.2,0.51,0.06,1,1,2.4
1628,3,8,5,62.5,0.38,0.38,0,0,1.3
1629,1,9,3,33.3,0.20,0.11,0,0,1.0
1630,0,26,3,11.5,0.15,0.00,0,0,1.2
1631,0,24,8,33.3,0.49,0.00,0,0,1.5
1632,1,9,4,44.4,0.42,0.11,0,0,0.5
1633,5,23,9,39.1,0.74,0.22,0,0,3.5
1634,3,29,9,31.0,0.90,0.10,0,1,3.6
1635,0,10,1,10.0,0.06,0.00,0,0,0.3
1636,0,0,0,,0.00,,0,0,0.0
1637,1,7,2,28.6,0.10,0.14,0,0,0.5
1638,0,1,1,100.0,0.31,0.00,0,0,0.0
1639,1,10,1,10.0,0.06,0.10,0,0,0.6
1640,1,6,1,16.7,0.10,0.17,0,0,0.6
1641,0,1,0,0.0,0.00,0.00,0,0,0.0
1642,1,3,1,33.3,0.15,0.33,0,0,0.7
1643,0,0,0,,0.00,,0,0,0.0
1644,0,13,2,15.4,0.16,0.00,0,0,0.3
1645,5,44,14,31.8,0.40,0.11,0,0,2.8
1646,0,0,0,,0.00,,0,0,0.0
1647,0,3,0,0.0,0.00,0.00,0,0,0.3
1648,9,75,24,32.0,1.28,0.12,0,0,5.2
1649,1,26,9,34.6,0.40,0.04,0,0,1.3
1650,25,154,63,40.9,1.97,0.13,5,5,19.2
1651,0,4,2,50.0,0.14,0.00,0,0,0.4
1652,0,9,0,0.0,0.00,0.00,0,0,0.5
1653,0,9,2,22.2,0.27,0.00,0,0,0.7
1654,0,0,0,,0.00,,0,0,0.0
1655,1,11,2,18.2,0.08,0.00,1,1,1.2
1656,5,43,19,44.2,1.24,0.12,0,0,5.8
1657,0,2,1,50.0,0.39,0.00,0,0,0.0
1658,1,17,2,11.8,0.09,0.06,0,0,1.3
1659,0,1,0,0.0,0.00,0.00,0,0,0.0
1660,5,29,13,44.8,0.36,0.17,0,0,2.9
1661,11,67,27,40.3,1.39,0.16,0,0,10.2
1662,7,84,23,27.4,0.68,0.08,0,0,6.9
1663,0,3,1,33.3,0.09,0.00,0,0,0.1
1664,3,29,7,24.1,0.25,0.03,2,2,2.5
1665,0,6,0,0.0,0.00,0.00,0,0,0.2
1666,2,10,1,10.0,0.10,0.00,2,2,2.1
1667,6,48,14,29.2,0.65,0.13,0,0,5.7
1668,2,30,10,33.3,0.39,0.07,0,0,2.2
1669,0,9,2,22.2,0.72,0.00,0,0,1.4
1670,2,9,4,44.4,0.12,0.22,0,0,1.1
1671,0,9,2,22.2,0.07,0.00,0,0,0.2
1672,0,5,1,20.0,0.12,0.00,0,0,0.1
1673,0,0,0,,0.00,,0,0,0.0
1674,1,13,3,23.1,0.10,0.08,0,0,1.2
1675,0,0,0,,0.00,,0,0,0.0
1676,1,4,2,50.0,0.09,0.25,0,0,0.2
1677,1,22,5,22.7,0.24,0.05,0,0,0.9
1678,0,2,0,0.0,0.00,0.00,0,0,0.2
1679,9,43,16,37.2,0.94,0.21,0,0,6.5
1680,4,34,10,29.4,0.79,0.12,0,0,3.6
1681,3,30,13,43.3,0.59,0.10,0,0,2.0
1682,0,5,1,20.0,1.22,0.00,0,0,0.1
1683,0,16,3,18.8,0.14,0.00,0,0,1.7
1684,5,30,7,23.3,0.33,0.10,2,2,5.5
1685,6,47,22,46.8,1.18,0.13,0,0,2.7
1686,1,14,3,21.4,0.18,0.07,0,0,0.7
1687,0,3,0,0.0,0.00,0.00,0,0,0.5
1688,0,11,2,18.2,0.13,0.00,0,0,0.3
1689,0,1,0,0.0,0.00,0.00,0,0,0.1
1690,2,16,5,31.3,0.19,0.13,0,0,2.3
1691,0,0,0,,0.00,,0,0,0.0
1692,0,0,0,,0.00,,0,0,0.0
1693,2,14,5,35.7,0.46,0.14,0,0,1.2
1694,0,8,3,37.5,0.14,0.00,0,0,1.3
1695,0,0,0,,0.00,,0,0,0.0
1696,2,33,8,24.2,0.35,0.06,0,0,2.0
1697,5,35,17,48.6,0.86,0.14,0,1,5.2
1698,1,21,5,23.8,0.26,0.05,0,0,1.0
1699,12,64,27,42.2,1.16,0.16,2,3,13.2
1700,0,2,0,0.0,0.00,0.00,0,0,0.0
1701,0,6,0,0.0,0.00,0.00,0,0,0.2
1702,1,13,3,23.1,0.15,0.08,0,0,1.1
1703,0,9,3,33.3,0.18,0.00,0,0,0.7
1704,0,25,8,32.0,0.32,0.00,0,0,2.3
1705,18,85,32,37.6,1.05,0.20,1,2,13.4
1706,0,2,1,50.0,0.46,0.00,0,0,0.6
1707,0,3,1,33.3,0.21,0.00,0,0,0.1
1708,0,0,0,,0.00,,0,0,0.0
1709,0,0,0,,0.00,,0,0,0.0
1710,10,49,18,36.7,0.80,0.20,0,0,7.9
1711,0,0,0,,0.00,,0,0,0.0
1712,0,1,0,0.0,0.00,0.00,0,0,0.0
1713,0,5,0,0.0,0.00,0.00,0,0,0.2
1714,3,27,11,40.7,0.95,0.11,0,0,5.6
1715,0,3,0,0.0,0.00,0.00,0,0,0.2
1716,0,0,0,,0.00,,0,0,0.0
1717,7,78,29,37.2,0.91,0.09,0,0,7.0
1718,4,56,13,23.2,0.52,0.07,0,0,5.7
1719,6,35,9,25.7,0.65,0.17,0,0,5.0
1720,0,0,0,,0.00,,0,0,0.0
1721,1,22,6,27.3,0.17,0.05,0,0,0.8
1722,0,4,1,25.0,0.17,0.00,0,0,0.4
1723,0,0,0,,0.00,,0,0,0.0
1724,0,6,0,0.0,0.00,0.00,0,0,0.4
1725,3,21,6,28.6,0.30,0.14,0,0,2.5
1726,0,10,3,30.0,0.19,0.00,0,0,0.6
1727,2,13,7,53.8,0.49,0.15,0,0,0.9
1728,0,0,0,,0.00,,0,0,0.0
1729,8,53,20,37.7,0.80,0.15,0,0,8.3
1730,0,4,0,0.0,0.00,0.00,0,0,0.2
1731,5,28,13,46.4,0.49,0.18,0,0,4.0
1732,0,0,0,,0.00,,0,0,0.0
1733,0,0,0,,0.00,,0,0,0.0
1734,0,4,2,50.0,1.09,0.00,0,0,0.1
1735,0,25,7,28.0,0.36,0.00,0,0,2.1
1736,18,72,34,47.2,2.43,0.17,6,7,14.0
1737,0,2,0,0.0,0.00,0.00,0,0,0.0
1738,1,9,6,66.7,0.35,0.11,0,0,0.4
1739,1,17,4,23.5,0.45,0.06,0,0,2.1
1740,0,9,1,11.1,0.04,0.00,0,0,0.4
1741,0,5,0,0.0,0.00,0.00,0,0,0.3
1742,0,0,0,,0.00,,0,0,0.0
1743,0,0,0,,0.00,,0,0,0.0
1744,0,0,0,,0.00,,0,0,0.0
1745,0,11,3,27.3,0.22,0.00,0,0,0.8
1746,0,1,0,0.0,0.00,0.00,0,0,0.1
1747,0,0,0,,0.00,,0,0,0.0
1748,0,0,0,,0.00,,0,0,0.0
1749,1,9,2,22.2,0.10,0.11,0,0,0.6
1750,0,9,2,22.2,0.11,0.00,0,0,0.3
1751,0,0,0,,0.00,,0,0,0.0
1752,1,1,0,0.0,0.00,0.00,1,1,0.8
1753,0,0,0,,0.00,,0,0,0.0
1754,0,1,0,0.0,0.00,0.00,0,0,0.0
1755,0,3,1,33.3,0.07,0.00,0,0,0.3
